pl_name,ra,dec,sy_dist
Kepler-1851 b,285.6737597,45.6398375,1589.81
Kepler-1852 b,288.0297157,40.3441934,772.481
Kepler-1853 b,284.7478834,46.3735415,562.348
Kepler-1854 b,286.28593,37.3869915,423.348
Kepler-1855 b,283.4018628,41.5161554,
Kepler-1856 b,295.9091695,51.3478777,848.76
Kepler-1857 b,296.4557129,39.598537,853.275
Kepler-1858 b,292.3074315,46.626579,833.055
Kepler-1859 b,293.9886751,46.7179996,1331.25
Kepler-1859 c,293.9886751,46.7179996,1331.25
Kepler-186 b,298.652736,43.9549884,177.594
Kepler-186 c,298.652736,43.9549884,177.594
Kepler-186 d,298.652736,43.9549884,177.594
Kepler-186 e,298.652736,43.9549884,177.594
Kepler-186 f,298.652736,43.9549884,177.594
Kepler-1860 b,294.3508497,50.0809627,438.703
Kepler-1861 b,295.8465148,49.9361586,829.985
Kepler-1862 b,296.7533555,49.3780726,1232.19
Kepler-1863 b,282.2397185,43.2440854,865.546
Kepler-1864 b,289.6867653,41.5889178,298.894
Kepler-1865 b,293.941238,41.5904136,922.255
Kepler-1866 b,286.2246453,44.6544869,976.737
Kepler-1867 b,294.9971007,43.4358698,680.583
Kepler-1868 b,293.2983733,43.5558025,274.18
Kepler-1869 b,292.6149958,42.7643438,113.025
Kepler-1869 c,292.6149958,42.7643438,113.025
Kepler-187 b,299.7964955,44.0892448,1143
Kepler-187 c,299.7964955,44.0892448,1143
Kepler-1870 b,293.9335076,40.590704,407.216
Kepler-1871 b,292.4275044,38.4728824,854.623
Kepler-1872 b,281.0491988,43.3225996,840.182
Kepler-1873 b,294.596557,46.0483705,820.957
Kepler-1874 b,286.3718158,43.692081,408.007
Kepler-1875 b,296.7727406,50.1883667,1660.45
Kepler-1876 b,299.1604859,41.1437964,259.935
Kepler-1877 b,294.866924,46.7904816,285.312
Kepler-1878 b,300.7324154,44.1070231,1494.3
Kepler-1879 b,289.3644209,41.5332589,627.171
Kepler-188 b,281.2797173,44.3154743,968.544
Kepler-188 c,281.2797173,44.3154743,968.544
Kepler-1880 b,287.8264561,40.6965988,611.041
Kepler-1881 b,293.6393065,44.9825447,1057.21
Kepler-1882 b,290.6640856,43.4997866,443.371
Kepler-1883 b,291.922557,42.002522,1377.61
Kepler-1884 b,296.7463986,43.0454207,1443.09
Kepler-1885 b,288.7507112,47.4909206,818.482
Kepler-1886 b,296.2645118,39.4059745,1059.51
Kepler-1887 b,288.9555263,44.705707,1366.18
Kepler-1888 b,289.3945523,41.7822597,402.947
Kepler-1889 b,297.1992577,41.2264404,1395.13
Kepler-189 b,287.5646296,44.3050662,591.534
Kepler-189 c,287.5646296,44.3050662,591.534
Kepler-1890 b,292.5778203,40.6679032,529.596
Kepler-1891 b,290.0438524,44.3705375,596.24
Kepler-1892 b,299.081007,42.0180957,851.595
Kepler-1893 b,298.4012866,44.8381709,1050.72
Kepler-1894 b,295.5864604,49.6668523,935.191
Kepler-1894 c,295.5864604,49.6668523,935.191
Kepler-1895 b,291.6756005,48.7625419,984.187
Kepler-1896 b,289.6785786,40.2496475,1732.91
Kepler-1897 b,294.2901043,39.126871,983.174
Kepler-1898 b,287.2058009,38.4981903,360.921
Kepler-1899 b,292.0333777,37.9744551,711.509
Kepler-19 b,290.4209694,37.8516556,218.562
Kepler-19 c,290.4209694,37.8516556,218.562
Kepler-19 d,290.4209694,37.8516556,218.562
Kepler-190 b,288.5839761,44.7337701,433.387
Kepler-190 c,288.5839761,44.7337701,433.387
Kepler-1900 b,291.8863206,44.4790319,1540.43
Kepler-1901 b,291.1643587,45.3183061,1028.37
Kepler-1902 b,292.7376545,42.0147792,344.337
Kepler-1903 b,290.8882981,51.2481617,1775.44
Kepler-1904 b,288.8744026,51.1542215,270.854
Kepler-1905 b,292.5733475,46.3668273,1051.53
Kepler-1906 b,293.8266166,38.8565906,1360.63
Kepler-1907 b,280.7085829,47.3279236,292.111
Kepler-1907 c,280.7085829,47.3279236,292.111
Kepler-1909 b,290.889409,42.4596251,763.662
Kepler-191 b,291.1833211,45.3230937,594.464
Kepler-191 c,291.1833211,45.3230937,594.464
Kepler-191 d,291.1833211,45.3230937,594.464
Kepler-1910 b,296.6171677,41.2811677,
Kepler-1911 b,299.303559,41.4410233,269.912
Kepler-1912 b,282.1178211,46.2239547,297.017
Kepler-1913 b,290.216689,44.7795863,876.3
Kepler-1914 b,291.4314024,38.6543635,1621.56
Kepler-1915 b,301.2786852,44.2505116,1514.66
Kepler-1916 b,293.0705754,48.387679,2055.82
Kepler-1917 b,294.1038932,45.0013533,909.037
Kepler-1918 b,292.530546,42.2145765,1030.11
Kepler-1919 b,283.1319153,43.956005,1177.53
Kepler-192 b,287.9179379,45.5928829,651.674
Kepler-192 c,287.9179379,45.5928829,651.674
Kepler-192 d,287.9179379,45.5928829,651.674
Kepler-1920 b,291.0620355,38.8632881,885.913
Kepler-1921 b,300.3161723,45.4953271,928.989
Kepler-1921 c,300.3161723,45.4953271,928.989
Kepler-1922 b,292.3303706,37.9970696,1344.29
Kepler-1923 b,298.0834457,40.3462551,990.838
Kepler-1924 b,293.767386,42.8291562,1910.77
Kepler-1925 b,289.8287452,45.1026883,1771.31
Kepler-1926 b,291.1987905,44.1662033,667.405
Kepler-1927 b,296.3546093,41.3355698,1091
Kepler-1928 b,290.4406294,38.5235721,326.362
Kepler-1929 b,299.5833362,47.4481244,508.201
Kepler-193 b,296.4985951,46.5772484,1009.1
Kepler-193 c,296.4985951,46.5772484,1009.1
Kepler-1930 b,297.577145,40.0276768,275.694
Kepler-1931 b,290.8723061,43.3330104,620.091
Kepler-1932 b,285.3314903,41.0638435,713.733
Kepler-1933 b,283.995085,39.9170121,328.007
Kepler-1934 b,290.9193265,37.2871677,428.514
Kepler-1935 b,296.4037783,39.7227036,904.702
Kepler-1936 b,290.7300141,44.836128,871.096
Kepler-1937 b,290.6583922,40.7785383,905.069
Kepler-1938 b,299.351892,41.1957285,421.152
Kepler-1939 b,285.6899312,40.9946659,189.833
Kepler-194 b,291.971429,47.8640498,1097.97
Kepler-194 c,291.971429,47.8640498,1097.97
Kepler-194 d,291.971429,47.8640498,1097.97
Kepler-1940 b,291.2042027,45.2383344,798.595
Kepler-1941 b,296.6270184,49.353891,1494.39
Kepler-1942 b,294.9805416,44.4252384,842.492
Kepler-1943 b,293.3182976,41.1166697,1004.55
Kepler-1944 b,296.5105045,39.1732645,1076.48
Kepler-1945 b,281.8980828,42.2858185,
Kepler-1946 b,282.3355387,42.8453417,1002.12
Kepler-1947 b,296.1040313,42.3425818,468.771
Kepler-1948 b,287.3640804,47.7853043,193.903
Kepler-1949 b,293.5422586,43.0260555,2617.35
Kepler-195 b,288.1209339,47.9666141,652.051
Kepler-195 c,288.1209339,47.9666141,652.051
Kepler-1950 b,287.0874563,42.6686537,697.253
Kepler-1951 b,290.4999139,40.2877161,1277.32
Kepler-1952 b,288.0764082,43.9584839,852.062
Kepler-1953 b,287.9680995,46.4705959,605.631
Kepler-1954 b,298.0029203,43.3545882,1373.83
Kepler-1955 b,299.5347603,40.4777528,449.351
Kepler-1956 b,294.6208506,49.894219,360.468
Kepler-1957 b,293.711436,47.8874467,460.899
Kepler-1958 b,289.1041643,41.6901138,1320.38
Kepler-1959 b,296.022301,44.7326691,479.263
Kepler-196 b,284.9685077,42.0791214,451.312
Kepler-196 c,284.9685077,42.0791214,451.312
Kepler-196 d,284.9685077,42.0791214,451.312
Kepler-1960 b,294.6969361,46.7202043,1527.56
Kepler-1961 b,286.3300783,39.6831276,1042.45
Kepler-1962 b,289.5483989,40.1641457,866.826
Kepler-1963 b,296.5875182,47.207129,492.847
Kepler-1964 b,297.0588033,49.4784362,
Kepler-1965 b,292.5147146,38.0219872,521.791
Kepler-1966 b,292.4637788,41.2990438,484.601
Kepler-1967 b,299.1376276,43.4984724,249.102
Kepler-1968 b,291.5080318,45.3700933,750.93
Kepler-1969 b,294.7842662,49.4920557,1204.54
Kepler-197 b,295.2264739,50.5592348,330.575
Kepler-197 c,295.2264739,50.5592348,330.575
Kepler-197 d,295.2264739,50.5592348,330.575
Kepler-197 e,295.2264739,50.5592348,330.575
Kepler-1972 b,288.3953074,39.8725067,287.339
Kepler-1972 c,288.3953074,39.8725067,287.339
Kepler-1976 b,292.16706,48.7275345,1314.51
Kepler-1977 b,290.6178587,37.2891002,592.711
Kepler-1978 b,286.0067312,38.0095407,865.512
Kepler-1979 b,289.8429062,38.309622,1076.27
Kepler-198 b,290.6731326,38.6910045,495.358
Kepler-198 c,290.6731326,38.6910045,495.358
Kepler-198 d,290.6731326,38.6910045,495.358
Kepler-1980 b,295.1672065,38.637039,1709.4
Kepler-1981 b,287.9754691,38.7402988,659.395
Kepler-1982 b,287.4099905,39.6586267,558.855
Kepler-1983 b,297.042015,39.9121864,424.428
Kepler-1984 b,291.2850446,40.7300225,
Kepler-1985 b,293.5663715,42.1325825,
Kepler-1986 b,292.9582727,42.8548909,912.085
Kepler-1987 b,295.8254663,42.9433716,595.683
Kepler-1987 c,295.8254663,42.9433716,595.683
Kepler-1987 d,295.8254663,42.9433716,595.683
Kepler-1987 e,295.8254663,42.9433716,595.683
Kepler-1988 b,298.6738034,43.7955099,513.426
Kepler-1989 b,290.7351869,44.091262,1252.13
Kepler-199 b,295.5594278,40.236249,521.054
Kepler-199 c,295.5594278,40.236249,521.054
Kepler-1990 b,299.7047433,44.4357068,392.739
Kepler-1990 c,299.7047433,44.4357068,392.739
Kepler-1991 b,285.0360506,45.0709909,855.82
Kepler-1991 c,285.0360506,45.0709909,855.82
Kepler-1992 b,295.0902409,45.0811045,532.955
Kepler-1993 b,293.7968548,45.1607261,1031.91
Kepler-1994 b,297.1487941,46.2969247,241.991
Kepler-1995 b,284.342725,46.3165907,595.331
Kepler-1996 b,285.2537555,46.5822183,440.561
Kepler-1996 c,285.2537555,46.5822183,440.561
Kepler-1997 b,297.4808253,46.5891373,1502.34
Kepler-1998 b,283.4291536,47.5923973,340.965
Kepler-1999 b,282.3705675,48.259234,701.255
Kepler-20 b,287.6979913,42.3385782,282.563
Kepler-20 c,287.6979913,42.3385782,282.563
Kepler-20 d,287.6979913,42.3385782,282.563
Kepler-20 e,287.6979913,42.3385782,282.563
Kepler-20 f,287.6979913,42.3385782,282.563
Kepler-20 g,287.6979913,42.3385782,282.563
Kepler-200 b,284.4099503,41.2374928,665.912
Kepler-200 c,284.4099503,41.2374928,665.912
Kepler-2000 b,285.5743032,49.9621218,320.588
Kepler-2000 c,285.5743032,49.9621218,320.588
Kepler-2001 b,291.6594558,50.5838585,776.55
Kepler-2001 c,291.6594558,50.5838585,776.55
Kepler-201 b,293.626059,41.2728004,636.445
Kepler-201 c,293.626059,41.2728004,636.445
Kepler-202 b,282.9734874,41.3217991,285.111
Kepler-202 c,282.9734874,41.3217991,285.111
Kepler-203 b,297.089959,41.3880686,703.302
Kepler-203 c,297.089959,41.3880686,703.302
Kepler-203 d,297.089959,41.3880686,703.302
Kepler-204 b,285.347162,41.761845,686.723
Kepler-204 c,285.347162,41.761845,686.723
Kepler-205 b,285.2866912,41.8609357,159.72
Kepler-205 c,285.2866912,41.8609357,159.72
Kepler-206 b,291.6346564,41.8338415,594.447
Kepler-206 c,291.6346564,41.8338415,594.447
Kepler-206 d,291.6346564,41.8338415,594.447
Kepler-207 b,290.0305195,42.1660555,875.519
Kepler-207 c,290.0305195,42.1660555,875.519
Kepler-207 d,290.0305195,42.1660555,875.519
Kepler-208 b,293.8901979,42.5279413,775.328
Kepler-208 c,293.8901979,42.5279413,775.328
Kepler-208 d,293.8901979,42.5279413,775.328
Kepler-208 e,293.8901979,42.5279413,775.328
Kepler-209 b,291.1694567,42.6407281,576.946
Kepler-209 c,291.1694567,42.6407281,576.946
Kepler-21 b,287.3619673,38.7141384,108.522
Kepler-210 b,292.5034196,43.0832188,232.75
Kepler-210 c,292.5034196,43.0832188,232.75
Kepler-211 b,285.4391183,43.1685051,309.353
Kepler-211 c,285.4391183,43.1685051,309.353
Kepler-212 b,287.6208165,43.1416239,687.194
Kepler-212 c,287.6208165,43.1416239,687.194
Kepler-213 b,290.8241931,44.6472832,634.939
Kepler-213 c,290.8241931,44.6472832,634.939
Kepler-214 b,284.7548499,44.95605,1208.44
Kepler-214 c,284.7548499,44.95605,1208.44
Kepler-215 b,294.9735313,45.2136867,485.997
Kepler-215 c,294.9735313,45.2136867,485.997
Kepler-215 d,294.9735313,45.2136867,485.997
Kepler-215 e,294.9735313,45.2136867,485.997
Kepler-216 b,293.7280695,46.1291139,1187.47
Kepler-216 c,293.7280695,46.1291139,1187.47
Kepler-217 b,293.0377331,46.2775223,1104.64
Kepler-217 c,293.0377331,46.2775223,1104.64
Kepler-217 d,293.0377331,46.2775223,1104.64
Kepler-218 b,295.4128785,46.2665801,656.38
Kepler-218 c,295.4128785,46.2665801,656.38
Kepler-218 d,295.4128785,46.2665801,656.38
Kepler-219 b,288.7389481,46.7625929,787.07
Kepler-219 c,288.7389481,46.7625929,787.07
Kepler-219 d,288.7389481,46.7625929,787.07
Kepler-22 b,289.2172051,47.8841427,194.642
Kepler-220 b,291.5060432,46.8956262,171.109
Kepler-220 c,291.5060432,46.8956262,171.109
Kepler-220 d,291.5060432,46.8956262,171.109
Kepler-220 e,291.5060432,46.8956262,171.109
Kepler-221 b,296.6547477,46.8352242,385.231
Kepler-221 c,296.6547477,46.8352242,385.231
Kepler-221 d,296.6547477,46.8352242,385.231
Kepler-221 e,296.6547477,46.8352242,385.231
Kepler-222 b,287.9060885,46.9377479,758.854
Kepler-222 c,287.9060885,46.9377479,758.854
Kepler-222 d,287.9060885,46.9377479,758.854
Kepler-223 b,298.3183909,47.2794824,1859.71
Kepler-223 c,298.3183909,47.2794824,1859.71
Kepler-223 d,298.3183909,47.2794824,1859.71
Kepler-223 e,298.3183909,47.2794824,1859.71
Kepler-224 b,290.9342679,47.3575414,782.088
Kepler-224 c,290.9342679,47.3575414,782.088
Kepler-224 d,290.9342679,47.3575414,782.088
Kepler-224 e,290.9342679,47.3575414,782.088
Kepler-225 b,292.1939846,47.4570808,561.101
Kepler-225 c,292.1939846,47.4570808,561.101
Kepler-226 b,292.3760942,47.8809596,980.138
Kepler-226 c,292.3760942,47.8809596,980.138
Kepler-226 d,292.3760942,47.8809596,980.138
Kepler-227 b,291.9342748,48.141676,1083.06
Kepler-227 c,291.9342748,48.141676,1083.06
Kepler-228 b,296.2860853,48.2246328,1644.61
Kepler-228 c,296.2860853,48.2246328,1644.61
Kepler-228 d,296.2860853,48.2246328,1644.61
Kepler-229 b,286.9994758,48.3757867,826.265
Kepler-229 c,286.9994758,48.3757867,826.265
Kepler-229 d,286.9994758,48.3757867,826.265
Kepler-23 b,294.2189131,49.4792536,835.756
Kepler-23 c,294.2189131,49.4792536,835.756
Kepler-23 d,294.2189131,49.4792536,835.756
Kepler-230 b,285.7185682,48.5058038,740.754
Kepler-230 c,285.7185682,48.5058038,740.754
Kepler-231 b,293.9733913,50.531846,316.618
Kepler-231 c,293.9733913,50.531846,316.618
Kepler-232 b,295.8161668,51.1217249,1349.13
Kepler-232 c,295.8161668,51.1217249,1349.13
Kepler-233 b,296.3665054,51.3194548,856.417
Kepler-233 c,296.3665054,51.3194548,856.417
Kepler-234 b,291.6535379,38.4946597,1733.1
Kepler-234 c,291.6535379,38.4946597,1733.1
Kepler-235 b,286.0790779,39.278237,428.018
Kepler-235 c,286.0790779,39.278237,428.018
Kepler-235 d,286.0790779,39.278237,428.018
Kepler-235 e,286.0790779,39.278237,428.018
Kepler-236 b,283.8664285,39.8981928,288.763
Kepler-236 c,283.8664285,39.8981928,288.763
Kepler-237 b,283.2213438,40.421762,657.822
Kepler-237 c,283.2213438,40.421762,657.822
Kepler-238 b,287.8971066,40.6378141,1798.75
Kepler-238 c,287.8971066,40.6378141,1798.75
Kepler-238 d,287.8971066,40.6378141,1798.75
Kepler-238 e,287.8971066,40.6378141,1798.75
Kepler-238 f,287.8971066,40.6378141,1798.75
Kepler-239 b,294.2020505,40.6633313,648.109
Kepler-239 c,294.2020505,40.6633313,648.109
Kepler-24 b,290.4132621,38.3437283,1156.81
Kepler-24 c,290.4132621,38.3437283,1156.81
Kepler-24 d,290.4132621,38.3437283,1156.81
Kepler-24 e,290.4132621,38.3437283,1156.81
Kepler-240 b,291.1587635,40.7502108,746.927
Kepler-240 c,291.1587635,40.7502108,746.927
Kepler-241 b,292.9131121,41.0609786,
Kepler-241 c,292.9131121,41.0609786,
Kepler-242 b,286.5656932,41.8084168,600.241
Kepler-242 c,286.5656932,41.8084168,600.241
Kepler-243 b,285.1104819,42.0339619,693.86
Kepler-243 c,285.1104819,42.0339619,693.86
Kepler-244 b,287.242641,42.3014185,1036.49
Kepler-244 c,287.242641,42.3014185,1036.49
Kepler-244 d,287.242641,42.3014185,1036.49
Kepler-245 b,291.6389972,42.4363482,861.527
Kepler-245 c,291.6389972,42.4363482,861.527
Kepler-245 d,291.6389972,42.4363482,861.527
Kepler-245 e,291.6389972,42.4363482,861.527
Kepler-246 b,296.4834007,42.6633806,626.078
Kepler-246 c,296.4834007,42.6633806,626.078
Kepler-247 b,288.6425609,43.0393769,663.711
Kepler-247 c,288.6425609,43.0393769,663.711
Kepler-247 d,288.6425609,43.0393769,663.711
Kepler-248 b,293.0613138,43.5813577,738.792
Kepler-248 c,293.0613138,43.5813577,738.792
Kepler-249 b,296.9853002,43.6586043,190.401
Kepler-249 c,296.9853002,43.6586043,190.401
Kepler-249 d,296.9853002,43.6586043,190.401
Kepler-25 b,286.6383905,39.4879038,243.249
Kepler-25 c,286.6383905,39.4879038,243.249
Kepler-25 d,286.6383905,39.4879038,243.249
Kepler-250 b,289.5947633,44.1418114,760.585
Kepler-250 c,289.5947633,44.1418114,760.585
Kepler-250 d,289.5947633,44.1418114,760.585
Kepler-251 b,296.5662171,44.1058077,924.625
Kepler-251 c,296.5662171,44.1058077,924.625
Kepler-251 d,296.5662171,44.1058077,924.625
Kepler-251 e,296.5662171,44.1058077,924.625
Kepler-252 b,295.579329,44.5459052,379.424
Kepler-252 c,295.579329,44.5459052,379.424
Kepler-253 b,291.8419337,44.858124,838.595
Kepler-253 c,291.8419337,44.858124,838.595
Kepler-253 d,291.8419337,44.858124,838.595
Kepler-254 b,288.1646541,45.8164257,1389.48
Kepler-254 c,288.1646541,45.8164257,1389.48
Kepler-254 d,288.1646541,45.8164257,1389.48
Kepler-255 b,296.0642702,45.9767647,1052.53
Kepler-255 c,296.0642702,45.9767647,1052.53
Kepler-255 d,296.0642702,45.9767647,1052.53
Kepler-256 b,292.58042,46.0973588,1026.43
Kepler-256 c,292.58042,46.0973588,1026.43
Kepler-256 d,292.58042,46.0973588,1026.43
Kepler-256 e,292.58042,46.0973588,1026.43
Kepler-257 b,297.3159994,46.0232642,780.256
Kepler-257 c,297.3159994,46.0232642,780.256
Kepler-257 d,297.3159994,46.0232642,780.256
Kepler-258 b,294.0684116,46.5791357,575.988
Kepler-258 c,294.0684116,46.5791357,575.988
Kepler-259 b,288.2119707,46.6150461,1002.14
Kepler-259 c,288.2119707,46.6150461,1002.14
Kepler-26 b,284.9410627,46.5664505,335.307
Kepler-26 c,284.9410627,46.5664505,335.307
Kepler-26 d,284.9410627,46.5664505,335.307
Kepler-26 e,284.9410627,46.5664505,335.307
Kepler-260 b,291.9259658,38.0140525,627.365
Kepler-260 c,291.9259658,38.0140525,627.365
Kepler-261 b,291.3647333,37.609239,317.499
Kepler-261 c,291.3647333,37.609239,317.499
Kepler-262 b,290.7287168,37.2526575,613.129
Kepler-262 c,290.7287168,37.2526575,613.129
Kepler-263 b,292.4698022,37.5677941,754.747
Kepler-263 c,292.4698022,37.5677941,754.747
Kepler-264 b,292.044628,37.3761861,942.173
Kepler-264 c,292.044628,37.3761861,942.173
Kepler-265 b,290.5104788,41.244743,1280.25
Kepler-265 c,290.5104788,41.244743,1280.25
Kepler-265 d,290.5104788,41.244743,1280.25
Kepler-265 e,290.5104788,41.244743,1280.25
Kepler-266 b,294.4843821,44.1669355,1370.79
Kepler-266 c,294.4843821,44.1669355,1370.79
Kepler-267 b,299.8305655,47.1575741,264.993
Kepler-267 c,299.8305655,47.1575741,264.993
Kepler-267 d,299.8305655,47.1575741,264.993
Kepler-268 b,291.9761559,38.0550327,851.87
Kepler-268 c,291.9761559,38.0550327,851.87
Kepler-269 b,290.2151459,41.775981,2257.32
Kepler-269 c,290.2151459,41.775981,2257.32
Kepler-27 b,292.2367608,41.085871,1044.36
Kepler-27 c,292.2367608,41.085871,1044.36
Kepler-27 d,292.2367608,41.085871,1044.36
Kepler-270 b,282.2001207,44.4222795,948.781
Kepler-270 c,282.2001207,44.4222795,948.781
Kepler-271 b,283.0029316,44.284108,404.542
Kepler-271 c,283.0029316,44.284108,404.542
Kepler-271 d,283.0029316,44.284108,404.542
Kepler-272 b,299.1275257,47.5938319,889.608
Kepler-272 c,299.1275257,47.5938319,889.608
Kepler-272 d,299.1275257,47.5938319,889.608
Kepler-273 b,291.3021458,47.6976573,713.964
Kepler-273 c,291.3021458,47.6976573,713.964
Kepler-274 b,292.9227926,38.4772173,1333.62
Kepler-274 c,292.9227926,38.4772173,1333.62
Kepler-275 b,292.4797004,38.5149018,2034.25
Kepler-275 c,292.4797004,38.5149018,2034.25
Kepler-275 d,292.4797004,38.5149018,2034.25
Kepler-276 b,293.568197,39.0363123,1144.86
Kepler-276 c,293.568197,39.0363123,1144.86
Kepler-276 d,293.568197,39.0363123,1144.86
Kepler-277 b,286.5831894,39.0772582,976.643
Kepler-277 c,286.5831894,39.0772582,976.643
Kepler-278 b,290.1072124,38.7022694,443.03
Kepler-278 c,290.1072124,38.7022694,443.03
Kepler-279 b,287.391295,42.194822,1037.4
Kepler-279 c,287.391295,42.194822,1037.4
Kepler-279 d,287.391295,42.194822,1037.4
Kepler-28 b,292.1370409,42.4294835,438.359
Kepler-28 c,292.1370409,42.4294835,438.359
Kepler-280 b,291.3905325,42.1804735,780.361
Kepler-280 c,291.3905325,42.1804735,780.361
Kepler-281 b,294.1081465,44.7706524,1745.45
Kepler-281 c,294.1081465,44.7706524,1745.45
Kepler-281 d,294.1081465,44.7706524,1745.45
Kepler-282 b,284.6772402,44.7976401,1337.61
Kepler-282 c,284.6772402,44.7976401,1337.61
Kepler-282 d,284.6772402,44.7976401,1337.61
Kepler-282 e,284.6772402,44.7976401,1337.61
Kepler-283 b,293.6137413,47.838938,468.094
Kepler-283 c,293.6137413,47.838938,468.094
Kepler-284 b,293.1465698,47.7297053,1031.95
Kepler-284 c,293.1465698,47.7297053,1031.95
Kepler-285 b,291.3908469,48.0655392,824.31
Kepler-285 c,291.3908469,48.0655392,824.31
Kepler-286 b,290.6761874,48.2942362,1226.85
Kepler-286 c,290.6761874,48.2942362,1226.85
Kepler-286 d,290.6761874,48.2942362,1226.85
Kepler-286 e,290.6761874,48.2942362,1226.85
Kepler-287 b,290.9274282,48.4434588,835.86
Kepler-287 c,290.9274282,48.4434588,835.86
Kepler-288 b,288.9163997,39.5947523,1194.15
Kepler-288 c,288.9163997,39.5947523,1194.15
Kepler-288 d,288.9163997,39.5947523,1194.15
Kepler-289 b,297.4653351,42.8828517,704.438
Kepler-289 c,297.4653351,42.8828517,704.438
Kepler-289 d,297.4653351,42.8828517,704.438
Kepler-29 b,298.348382,47.4913021,832.532
Kepler-29 c,298.348382,47.4913021,832.532
Kepler-290 b,286.4100307,42.6815137,694.627
Kepler-290 c,286.4100307,42.6815137,694.627
Kepler-290 d,286.4100307,42.6815137,694.627
Kepler-291 b,287.9163029,42.4372666,1786.48
Kepler-291 c,287.9163029,42.4372666,1786.48
Kepler-292 b,295.7661979,42.4242822,1056.48
Kepler-292 c,295.7661979,42.4242822,1056.48
Kepler-292 d,295.7661979,42.4242822,1056.48
Kepler-292 e,295.7661979,42.4242822,1056.48
Kepler-292 f,295.7661979,42.4242822,1056.48
Kepler-293 b,286.3580611,42.4064917,974.633
Kepler-293 c,286.3580611,42.4064917,974.633
Kepler-294 b,287.3920392,46.0592578,1357.01
Kepler-294 c,287.3920392,46.0592578,1357.01
Kepler-295 b,285.3458383,45.3677754,1699.19
Kepler-295 c,285.3458383,45.3677754,1699.19
Kepler-295 d,285.3458383,45.3677754,1699.19
Kepler-296 b,286.5400278,49.4372614,
Kepler-296 c,286.5400278,49.4372614,
Kepler-296 d,286.5400278,49.4372614,
Kepler-296 e,286.5400278,49.4372614,
Kepler-296 f,286.5400278,49.4372614,
Kepler-297 b,283.2091605,48.7776156,692.14
Kepler-297 c,283.2091605,48.7776156,692.14
Kepler-297 d,283.2091605,48.7776156,692.14
Kepler-298 b,283.0398448,48.8253303,518.204
Kepler-298 c,283.0398448,48.8253303,518.204
Kepler-298 d,283.0398448,48.8253303,518.204
Kepler-299 b,283.2070156,48.5805222,1052.24
Kepler-299 c,283.2070156,48.5805222,1052.24
Kepler-299 d,283.2070156,48.5805222,1052.24
Kepler-299 e,283.2070156,48.5805222,1052.24
Kepler-30 b,285.2836483,38.9472625,914.221
Kepler-30 c,285.2836483,38.9472625,914.221
Kepler-30 d,285.2836483,38.9472625,914.221
Kepler-300 b,295.2886934,48.5997243,1098.45
Kepler-300 c,295.2886934,48.5997243,1098.45
Kepler-301 b,283.982904,49.2329512,719.166
Kepler-301 c,283.982904,49.2329512,719.166
Kepler-301 d,283.982904,49.2329512,719.166
Kepler-302 b,294.3169307,43.6292436,1402.58
Kepler-302 c,294.3169307,43.6292436,1402.58
Kepler-303 b,283.1354742,43.6567036,209.738
Kepler-303 c,283.1354742,43.6567036,209.738
Kepler-304 b,294.4418031,40.5575408,434.684
Kepler-304 c,294.4418031,40.5575408,434.684
Kepler-304 d,294.4418031,40.5575408,434.684
Kepler-304 e,294.4418031,40.5575408,434.684
Kepler-305 b,299.2242557,40.343167,868.477
Kepler-305 c,299.2242557,40.343167,868.477
Kepler-305 d,299.2242557,40.343167,868.477
Kepler-305 e,299.2242557,40.343167,868.477
Kepler-306 b,288.5387145,40.6160545,775.679
Kepler-306 c,288.5387145,40.6160545,775.679
Kepler-306 d,288.5387145,40.6160545,775.679
Kepler-306 e,288.5387145,40.6160545,775.679
Kepler-307 b,297.7950939,40.4176403,575.581
Kepler-307 c,297.7950939,40.4176403,575.581
Kepler-308 b,295.7852423,40.4395753,1335.92
Kepler-308 c,295.7852423,40.4395753,1335.92
Kepler-309 b,297.5098911,46.9614121,544.568
Kepler-309 c,297.5098911,46.9614121,544.568
Kepler-31 b,294.0230229,45.8530535,1664.64
Kepler-31 c,294.0230229,45.8530535,1664.64
Kepler-31 d,294.0230229,45.8530535,1664.64
Kepler-310 b,288.839278,46.9867472,602.268
Kepler-310 c,288.839278,46.9867472,602.268
Kepler-310 d,288.839278,46.9867472,602.268
Kepler-311 b,282.0612731,47.0854984,778.654
Kepler-311 c,282.0612731,47.0854984,778.654
Kepler-311 d,282.0612731,47.0854984,778.654
Kepler-312 b,298.3957687,42.4597712,797.72
Kepler-312 c,298.3957687,42.4597712,797.72
Kepler-313 b,298.2948708,48.7754,
Kepler-313 c,298.2948708,48.7754,
Kepler-314 b,294.6741507,42.0756037,268.881
Kepler-314 c,294.6741507,42.0756037,268.881
Kepler-315 b,298.0230967,43.3634761,1160.63
Kepler-315 c,298.0230967,43.3634761,1160.63
Kepler-316 b,290.825835,44.1838993,384.938
Kepler-316 c,290.825835,44.1838993,384.938
Kepler-317 b,294.9438822,39.0320499,940.584
Kepler-317 c,294.9438822,39.0320499,940.584
Kepler-318 b,298.4828337,46.7936357,489.141
Kepler-318 c,298.4828337,46.7936357,489.141
Kepler-319 b,288.8119782,39.7706431,503.436
Kepler-319 c,288.8119782,39.7706431,503.436
Kepler-319 d,288.8119782,39.7706431,503.436
